trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.4, 'e': 0.1589427091997875}",25,18,13.68475360155989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.4, 'e': 0.15735328210778962}",25,6,-0.7405580150148181,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
185,False,"{'a': 0.4, 'e': 0.15577974928671173}",20,13,-31.254984588051897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.4, 'e': 0.1542219517938446}",25,11,17.369872168518057,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.4, 'e': 0.15267973227590617}",20,9,-18.046127403229868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.4, 'e': 0.1511529349531471}",20,8,21.090394921256838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.4, 'e': 0.14964140560361563}",30,20,20.66199373388939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.4, 'e': 0.14814499154757946}",30,0,-26.738865093526524,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
191,False,"{'a': 0.4, 'e': 0.14666354163210368}",20,14,10.66056272060211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.14519690621578263}",25,17,15.428013914532283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.1437449371536248}",20,15,10.189555309720227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4, 'e': 0.14230748778208857}",30,19,20.618259072961656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.4, 'e': 0.14088441290426768}",20,0,-32.43308546396014,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
196,False,"{'a': 0.4, 'e': 0.139475568775225}",20,8,22.392501357668376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.4, 'e': 0.13808081308747275}",20,0,-3.751672449457751,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
198,False,"{'a': 0.4, 'e': 0.136700004956598}",25,10,28.726572215357713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.4, 'e': 0.13533300490703204}",25,0,1.428307961170435,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
200,False,"{'a': 0.4, 'e': 0.13397967485796172}",20,14,-9.518872756006063,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.4, 'e': 0.1326398781093821}",25,13,-0.4784669366245664,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.4, 'e': 0.13131347932828827}",25,20,8.215711652977667,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.4, 'e': 0.1300003445350054}",25,17,8.012927525529712,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.4, 'e': 0.12870034108965533}",25,16,16.88378891079947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.4, 'e': 0.1274133376787588}",20,14,10.572978657901874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.12613920430197118}",25,11,25.74153980857998,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.12487781225895148}",35,12,33.68240013994764,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.12362903413636196}",20,9,21.797158079672894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.12239274379499834}",20,13,11.780391506670208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.4, 'e': 0.12116881635704835}",30,0,10.997745362512763,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.4, 'e': 0.11995712819347787}",35,23,25.720479865014923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.4, 'e': 0.11875755691154309}",20,3,16.15454072793752,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.4, 'e': 0.11756998134242766}",20,11,18.85479952431958,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.11639428152900338}",25,15,16.737584106090043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.4, 'e': 0.11523033871371334}",20,15,8.612565780300978,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.4, 'e': 0.1140780353265762}",25,8,22.215374230273177,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.4, 'e': 0.11293725497331045}",30,4,41.989743407480894,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.11180788242357734}",20,11,5.611769003150331,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.4, 'e': 0.11068980359934157}",25,18,14.036091127701026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.4, 'e': 0.10958290556334815}",20,4,19.668912987470613,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.4, 'e': 0.10848707650771466}",20,6,17.37115352865818,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.4, 'e': 0.10740220574263752}",20,11,16.98447218840089,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.10632818368521114}",35,23,20.25227942676342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.4, 'e': 0.10526490184835903}",25,0,27.587419431344713,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
225,False,"{'a': 0.4, 'e': 0.10421225282987544}",30,18,21.381783185730395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.4, 'e': 0.10317013030157669}",25,17,2.4466212156538547,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.4, 'e': 0.10213842899856092}",25,14,20.01445230970402,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.4, 'e': 0.10111704470857531}",25,15,16.642521820223582,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.10010587426148955}",30,10,36.76529783908499,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.4, 'e': 0.09910481551887466}",20,12,16.406641249776502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.4, 'e': 0.0981137673636859}",25,9,18.80303047111157,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.09713262969004904}",20,2,-12.197474927938192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.4, 'e': 0.09616130339314856}",25,11,24.15934074158123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.4, 'e': 0.09519969035921708}",20,12,16.36275864185841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.0942476934556249}",20,8,-19.022120887818993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.4, 'e': 0.09330521652106866}",20,4,4.71190472557667,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.4, 'e': 0.09237216435585796}",20,5,16.675405709522973,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.4, 'e': 0.09144844271229938}",20,16,6.683921607059036,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.0905339582851764}",25,5,21.11288176651012,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.4, 'e': 0.08962861870232462}",20,9,20.71307855338263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.4, 'e': 0.08873233251530138}",25,10,-17.872486841240672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.4, 'e': 0.08784500919014836}",30,18,22.983257089704942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.4, 'e': 0.08696655909824688}",30,23,12.737479729578764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.4, 'e': 0.0860968935072644}",25,0,36.83008835820629,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.4, 'e': 0.08523592457219176}",20,5,26.443652709775403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.08438356532646984}",20,6,25.53174286016085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.4, 'e': 0.08353972967320515}",25,11,8.078431014328391,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.4, 'e': 0.0827043323764731}",20,12,4.415940358394908,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.4, 'e': 0.08187728905270836}",20,14,10.441279366374035,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.4, 'e': 0.08105851616218128}",20,10,19.860306345191624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.4, 'e': 0.08024793100055946}",25,11,21.1702237300169,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.07944545169055386}",20,10,19.395192381563557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.4, 'e': 0.07865099717364833}",20,10,22.304099170434917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.07786448720191184}",25,15,16.39797984947018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.07708584232989273}",20,2,15.908357852504725,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.4, 'e': 0.0763149839065938}",20,8,22.784321423603274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.4, 'e': 0.07555183406752786}",25,19,12.589082122785046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.4, 'e': 0.07479631572685258}",30,13,-11.427307813783782,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
259,False,"{'a': 0.4, 'e': 0.07404835256958406}",25,12,26.500731186111896,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.07330786904388821}",20,12,12.423421241756422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.4, 'e': 0.07257479035344933}",20,13,13.27839509644695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.4, 'e': 0.07184904244991483}",20,12,15.590636292737052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.07113055202541568}",20,3,-57.451746076510965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
264,False,"{'a': 0.4, 'e': 0.07041924650516153}",30,20,-20.299899911441322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.4, 'e': 0.06971505404010991}",20,10,19.549991143567944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.06901790349970881}",25,1,5.439551708352818,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.06832772446471172}",25,11,28.380751407271095,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.0676444472200646}",25,12,22.342760912840863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.4, 'e': 0.06696800274786396}",20,12,14.446933911115227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.06629832272038531}",20,14,12.128708882648711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.06563533949318147}",30,19,19.991159809587934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.06497898609824965}",25,12,25.71724460657312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.06432919623726716}",20,12,12.77149128492887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.06368590427489448}",20,12,16.368436501029414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.06304904523214554}",25,12,15.688269430808162,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.06241855477982408}",20,14,10.475382306754973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.4, 'e': 0.06179436923202584}",25,15,15.810777364991122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.06117642553970558}",30,16,27.36987017984202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.06056466128430853}",20,2,30.0458422473764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.05995901467146544}",35,15,23.225415003571594,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.059359424524750785}",20,14,8.914910950519902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.05876583027950327}",20,12,15.228950533327673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.4, 'e': 0.05817817197670824}",20,11,16.364837351601295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.05759639025694116}",25,15,4.775546237317445,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.4, 'e': 0.057020426354371746}",30,7,20.076587246997533,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.05645022209082803}",30,23,15.271820619103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.05588571986991975}",30,20,6.60229218014531,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.4, 'e': 0.05532686267122055}",20,3,28.246729715047145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.05477359404450834}",25,13,23.237276221134476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.4, 'e': 0.05422585810406326}",20,16,8.533780506359324,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.4, 'e': 0.05368359952302263}",25,16,20.07926847777882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.0531467635277924}",20,8,19.766030477764296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.4, 'e': 0.05261529589251448}",25,14,19.460676296130526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.4, 'e': 0.05208914293358933}",20,10,12.529032858710897,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.05156825150425344}",20,13,7.3634232936430415,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.0510525689892109}",20,11,15.23398340851028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.050542043299318794}",30,16,25.98167199132616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.4, 'e': 0.050036622866325604}",25,15,19.04669816941632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.04953625663766235}",30,10,28.901979514733217,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.04904089407128572}",30,15,29.50269628332737,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.04855048513057287}",20,6,8.66895444314478,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.4, 'e': 0.04806498027926714}",25,11,24.335643970716255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.047584330476474465}",25,7,30.53112667772939,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.4, 'e': 0.04710848717170972}",25,10,26.117336498954135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.04663740229999262}",30,17,22.389037873525304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.4, 'e': 0.046171028276992696}",20,14,2.601796207536272,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.4, 'e': 0.045709317994222766}",20,14,11.549857091546407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.04525222481428054}",20,8,-13.85749608022594,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.04479970256613774}",20,11,3.8600889421280966,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.4, 'e': 0.044351705540476356}",20,9,19.508023931215604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.4, 'e': 0.043908188485071595}",25,17,15.298748631320723,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.04346910660022087}",20,9,18.24202450351597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.4, 'e': 0.04303441553421867}",30,17,28.27525721153525,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.4, 'e': 0.04260407137887648}",25,16,6.469493504011605,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.04217803066508771}",30,19,23.54979437518959,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.04175625035843684}",20,10,19.96910452234574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.4, 'e': 0.041338687854852466}",25,9,25.992759590107944,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.040925300976303945}",30,7,38.444842398905685,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.4, 'e': 0.0405160479665409}",20,13,7.920674361827009,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.4, 'e': 0.040110887486875496}",20,11,16.59912798454932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.4, 'e': 0.03970977861200674}",20,15,11.347030205300193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.039312680825886674}",30,12,28.584111440368673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.038919554017627804}",30,8,37.56923270044974,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.03853035847745152}",30,19,19.034484775333244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.4, 'e': 0.03814505489267701}",25,13,23.086025921767312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.03776360434375024}",25,14,-17.15179073424511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.4, 'e': 0.03738596830031274}",20,15,11.020767461696462,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.4, 'e': 0.03701210861730961}",25,13,18.41708422522244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.03664198753113651}",30,20,19.484209436509985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.4, 'e': 0.036275567655825146}",20,16,9.198468872530512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.03591281197926689}",30,12,29.874693814231513,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.035553683859474224}",25,10,28.00232201626826,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.4, 'e': 0.035198147020879485}",25,13,17.98228262178971,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.03484616555067069}",25,18,14.93706732526801,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.03449770389516398}",20,0,29.06872619566532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.4, 'e': 0.03415272685621234}",30,23,11.643455388727382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.4, 'e': 0.03381119958765022}",35,23,22.623767939575753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.03347308759177372}",30,22,16.00683178965624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.03313835671585598}",20,8,11.430663713632377,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.03280697314869742}",25,13,-16.119037946340523,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.4, 'e': 0.03247890341721044}",30,19,19.497428643087243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.4, 'e': 0.03215411438303834}",20,12,16.076178780614384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.4, 'e': 0.031832573239207955}",20,13,15.06880666026765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.031514247506815876}",25,20,9.443335869728859,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.031199105031747717}",20,12,14.921657415110584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.03088711398143024}",30,17,23.17896854851027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.030578242841615935}",20,6,23.437578774927847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.4, 'e': 0.030272460413199778}",25,12,11.916425577219272,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.4, 'e': 0.02996973580906778}",30,10,30.09327503308057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.4, 'e': 0.029670038450977102}",20,4,26.79784289719945,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.4, 'e': 0.02937333806646733}",25,15,20.6206899029208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.4, 'e': 0.029079604685802656}",25,15,18.27162268757721,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.4, 'e': 0.02878880863894463}",25,4,32.553331484455626,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.02850092055255518}",25,10,26.178455134037616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.4, 'e': 0.02821591134702963}",25,11,6.100559125621316,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
356,False,"{'a': 0.4, 'e': 0.027933752233559334}",20,9,23.894810831476512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.027654414711223742}",20,12,16.450990032438693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.4, 'e': 0.027377870564111503}",20,10,19.586652935805525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.4, 'e': 0.02710409185847039}",25,15,14.676784099779432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.026833050939885684}",25,14,21.383037005478077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.026564720430486827}",25,12,25.987494616764305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.4, 'e': 0.026299073226181958}",20,10,19.931120051741356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.4, 'e': 0.026036082493920136}",30,8,26.705343688135915,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.4, 'e': 0.025775721668980935}",25,19,13.296741239602639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.025517964452291125}",25,13,22.58910240674475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.4, 'e': 0.025262784807768213}",25,11,26.294630960664406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.4, 'e': 0.025010156959690534}",30,11,30.768329805561724,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
